"date","death","pm10tmean","pm10","season"
1990-06-08,203,NA,NA,"Spring"
1990-06-09,207,NA,NA,"Spring"
1990-06-10,198,-6.326005711,NA,"Spring"
1990-06-11,180,NA,-6.326005711,"Spring"
1990-06-12,198,NA,NA,"Spring"
1990-06-13,164,NA,NA,"Spring"
1990-06-14,181,NA,NA,"Spring"
1990-06-15,184,NA,NA,"Spring"
1990-06-16,187,0.6499655093,NA,"Spring"
1990-06-17,191,NA,0.6499655093,"Spring"
1990-06-18,165,NA,NA,"Spring"
1990-06-19,196,NA,NA,"Spring"
1990-06-20,186,NA,NA,"Spring"
1990-06-21,172,NA,NA,"Spring"
1990-06-22,180,19.715616941,NA,"Spring"
1990-06-23,202,NA,19.715616941,"Spring"
1990-06-24,204,NA,NA,"Spring"
1990-06-25,165,NA,NA,"Spring"
1990-06-26,205,NA,NA,"Spring"
1990-06-27,175,NA,NA,"Spring"
1990-06-28,182,21.371676602,NA,"Spring"
1990-06-29,206,NA,21.371676602,"Spring"
1990-06-30,209,NA,NA,"Spring"
1990-07-01,213,NA,NA,"Summer"
1990-07-02,175,NA,NA,"Summer"
1990-07-03,185,NA,NA,"Summer"
1990-07-04,200,16.386163198,NA,"Summer"
1990-07-05,193,NA,16.386163198,"Summer"
1990-07-06,192,NA,NA,"Summer"
1990-07-07,183,NA,NA,"Summer"
1990-07-08,196,NA,NA,"Summer"
1990-07-09,189,NA,NA,"Summer"
1990-07-10,196,-0.589006154,NA,"Summer"
1990-07-11,194,NA,-0.589006154,"Summer"
1990-07-12,166,NA,NA,"Summer"
1990-07-13,157,NA,NA,"Summer"
1990-07-14,178,NA,NA,"Summer"
1990-07-15,202,NA,NA,"Summer"
1990-07-16,191,15.863421926,NA,"Summer"
1990-07-17,182,NA,15.863421926,"Summer"
1990-07-18,180,NA,NA,"Summer"
1990-07-19,156,NA,NA,"Summer"
1990-07-20,188,NA,NA,"Summer"
1990-07-21,188,NA,NA,"Summer"
1990-07-22,160,14.377135877,NA,"Summer"
1990-07-23,203,NA,14.377135877,"Summer"
1990-07-24,175,NA,NA,"Summer"
1990-07-25,187,NA,NA,"Summer"
1990-07-26,177,NA,NA,"Summer"
1990-07-27,184,NA,NA,"Summer"
1990-07-28,170,-10.40245892,NA,"Summer"
1990-07-29,173,NA,-10.40245892,"Summer"
1990-07-30,182,NA,NA,"Summer"
1990-07-31,176,NA,NA,"Summer"
1990-08-01,168,NA,NA,"Summer"
1990-08-02,196,NA,NA,"Summer"
1990-08-03,173,7.0306381893,NA,"Summer"
1990-08-04,179,NA,7.0306381893,"Summer"
1990-08-05,196,NA,NA,"Summer"
1990-08-06,184,NA,NA,"Summer"
1990-08-07,189,NA,NA,"Summer"
1990-08-08,196,NA,NA,"Summer"
1990-08-09,191,9.3375419974,NA,"Summer"
1990-08-10,167,NA,9.3375419974,"Summer"
1990-08-11,178,NA,NA,"Summer"
1990-08-12,192,NA,NA,"Summer"
1990-08-13,185,NA,NA,"Summer"
1990-08-14,202,NA,NA,"Summer"
1990-08-15,203,12.924442222,NA,"Summer"
1990-08-16,202,NA,12.924442222,"Summer"
1990-08-17,174,NA,NA,"Summer"
1990-08-18,201,NA,NA,"Summer"
1990-08-19,198,NA,NA,"Summer"
1990-08-20,193,NA,NA,"Summer"
1990-08-21,163,-5.661069494,NA,"Summer"
1990-08-22,169,NA,-5.661069494,"Summer"
1990-08-23,165,NA,NA,"Summer"
1990-08-24,177,NA,NA,"Summer"
1990-08-25,175,NA,NA,"Summer"
1990-08-26,188,NA,NA,"Summer"
1990-08-27,183,18.577872684,NA,"Summer"
1990-08-28,189,NA,18.577872684,"Summer"
1990-08-29,160,NA,NA,"Summer"
1990-08-30,201,NA,NA,"Summer"
1990-08-31,165,NA,NA,"Summer"
1990-09-01,161,NA,NA,"Summer"
1990-09-02,178,19.223154544,NA,"Summer"
1990-09-03,184,NA,19.223154544,"Summer"
1990-09-04,184,NA,NA,"Summer"
1990-09-05,182,NA,NA,"Summer"
1990-09-06,188,NA,NA,"Summer"
1990-09-07,165,NA,NA,"Summer"
1990-09-08,166,-12.47613825,NA,"Summer"
1990-09-09,169,NA,-12.47613825,"Summer"
1990-09-10,159,NA,NA,"Summer"
1990-09-11,191,NA,NA,"Summer"
1990-09-12,188,NA,NA,"Summer"
1990-09-13,180,NA,NA,"Summer"
1990-09-14,208,-2.133903739,NA,"Summer"
1990-09-15,204,NA,-2.133903739,"Summer"
1990-09-16,173,NA,NA,"Summer"
1990-09-17,188,NA,NA,"Summer"
1990-09-18,183,NA,NA,"Summer"
1990-09-19,182,NA,NA,"Summer"
1990-09-20,156,-6.172604889,NA,"Summer"
1990-09-21,186,NA,-6.172604889,"Summer"
1990-09-22,201,NA,NA,"Summer"
1990-09-23,187,NA,NA,"Summer"
1990-09-24,186,NA,NA,"Summer"
1990-09-25,200,NA,NA,"Summer"
1990-09-26,191,3.1420092577,NA,"Summer"
1990-09-27,189,NA,3.1420092577,"Summer"
1990-09-28,183,NA,NA,"Summer"
1990-09-29,204,NA,NA,"Summer"
1990-09-30,167,NA,NA,"Summer"
1990-10-01,164,NA,NA,"Fall"
1990-10-02,200,-5.149418716,NA,"Fall"
1990-10-03,170,NA,-5.149418716,"Fall"
1990-10-04,200,NA,NA,"Fall"
1990-10-05,195,NA,NA,"Fall"
1990-10-06,185,NA,NA,"Fall"
1990-10-07,172,NA,NA,"Fall"
1990-10-08,189,8.4236772116,NA,"Fall"
1990-10-09,199,NA,8.4236772116,"Fall"
1990-10-10,210,NA,NA,"Fall"
1990-10-11,180,NA,NA,"Fall"
1990-10-12,171,NA,NA,"Fall"
1990-10-13,183,NA,NA,"Fall"
1990-10-14,181,-9.014791835,NA,"Fall"
1990-10-15,195,NA,-9.014791835,"Fall"
1990-10-16,198,NA,NA,"Fall"
1990-10-17,199,NA,NA,"Fall"
1990-10-18,160,NA,NA,"Fall"
1990-10-19,161,NA,NA,"Fall"
1990-10-20,188,-11.12474418,NA,"Fall"
1990-10-21,213,NA,-11.12474418,"Fall"
1990-10-22,218,NA,NA,"Fall"
1990-10-23,158,NA,NA,"Fall"
1990-10-24,199,NA,NA,"Fall"
1990-10-25,206,NA,NA,"Fall"
1990-10-26,196,-11.43471164,NA,"Fall"
1990-10-27,184,-19.35714286,-11.43471164,"Fall"
1990-10-28,175,NA,-19.35714286,"Fall"
1990-10-29,214,NA,NA,"Fall"
1990-10-30,205,NA,NA,"Fall"
1990-10-31,208,NA,NA,"Fall"
1990-11-01,200,30.280511444,NA,"Fall"
1990-11-02,200,NA,30.280511444,"Fall"
1990-11-03,202,NA,NA,"Fall"
1990-11-04,199,NA,NA,"Fall"
1990-11-05,178,NA,NA,"Fall"
1990-11-06,188,NA,NA,"Fall"
1990-11-07,197,-11.39060323,NA,"Fall"
1990-11-08,193,NA,-11.39060323,"Fall"
1990-11-09,198,NA,NA,"Fall"
1990-11-10,234,NA,NA,"Fall"
1990-11-11,185,NA,NA,"Fall"
1990-11-12,205,NA,NA,"Fall"
1990-11-13,194,-16.6806434,NA,"Fall"
1990-11-14,193,NA,-16.6806434,"Fall"
1990-11-15,216,NA,NA,"Fall"
1990-11-16,202,NA,NA,"Fall"
1990-11-17,215,NA,NA,"Fall"
1990-11-18,202,NA,NA,"Fall"
1990-11-19,227,-11.50125683,NA,"Fall"
1990-11-20,209,NA,-11.50125683,"Fall"
1990-11-21,208,NA,NA,"Fall"
1990-11-22,198,NA,NA,"Fall"
1990-11-23,240,NA,NA,"Fall"
1990-11-24,204,NA,NA,"Fall"
1990-11-25,201,-9.810587508,NA,"Fall"
1990-11-26,196,NA,-9.810587508,"Fall"
1990-11-27,217,NA,NA,"Fall"
1990-11-28,232,NA,NA,"Fall"
1990-11-29,186,NA,NA,"Fall"
1990-11-30,188,NA,NA,"Fall"
1990-12-01,178,-7.019100541,NA,"Fall"
1990-12-02,194,NA,-7.019100541,"Fall"
1990-12-03,210,NA,NA,"Fall"
1990-12-04,180,NA,NA,"Fall"
1990-12-05,202,NA,NA,"Fall"
1990-12-06,209,NA,NA,"Fall"
1990-12-07,201,13.750899542,NA,"Fall"
1990-12-08,214,NA,13.750899542,"Fall"
1990-12-09,209,NA,NA,"Fall"
1990-12-10,231,NA,NA,"Fall"
1990-12-11,227,NA,NA,"Fall"
1990-12-12,214,NA,NA,"Fall"
1990-12-13,208,8.3770356627,NA,"Fall"
1990-12-14,215,NA,8.3770356627,"Fall"
1990-12-15,220,NA,NA,"Fall"
1990-12-16,213,NA,NA,"Fall"
1990-12-17,197,NA,NA,"Fall"
1990-12-18,207,NA,NA,"Fall"
1990-12-19,223,-13.43939394,NA,"Fall"
1990-12-20,213,NA,-13.43939394,"Fall"
1990-12-21,186,NA,NA,"Fall"
1990-12-22,216,NA,NA,"Fall"
1990-12-23,225,NA,NA,"Fall"
1990-12-24,223,NA,NA,"Fall"
1990-12-25,184,-13.67727273,NA,"Fall"
1990-12-26,202,NA,-13.67727273,"Fall"
1990-12-27,209,NA,NA,"Fall"
1990-12-28,227,NA,NA,"Fall"
1990-12-29,238,NA,NA,"Fall"
1990-12-30,230,NA,NA,"Fall"
1990-12-31,233,-15.48148148,NA,"Fall"
1991-01-01,232,NA,-15.48148148,"Winter"
1991-01-02,214,NA,NA,"Winter"
1991-01-03,255,NA,NA,"Winter"
1991-01-04,217,NA,NA,"Winter"
1991-01-05,213,NA,NA,"Winter"
1991-01-06,214,-4.964332953,NA,"Winter"
1991-01-07,275,NA,-4.964332953,"Winter"
1991-01-08,227,NA,NA,"Winter"
1991-01-09,271,NA,NA,"Winter"
1991-01-10,252,NA,NA,"Winter"
1991-01-11,179,NA,NA,"Winter"
1991-01-12,250,-11.90105236,NA,"Winter"
1991-01-13,194,NA,-11.90105236,"Winter"
1991-01-14,200,NA,NA,"Winter"
1991-01-15,236,NA,NA,"Winter"
1991-01-16,232,NA,NA,"Winter"
1991-01-17,245,NA,NA,"Winter"
1991-01-18,234,-8.908366874,NA,"Winter"
1991-01-19,217,NA,-8.908366874,"Winter"
1991-01-20,227,NA,NA,"Winter"
1991-01-21,198,NA,NA,"Winter"
1991-01-22,199,NA,NA,"Winter"
1991-01-23,213,NA,NA,"Winter"
1991-01-24,214,-3.278936994,NA,"Winter"
1991-01-25,222,NA,-3.278936994,"Winter"
1991-01-26,186,NA,NA,"Winter"
1991-01-27,223,NA,NA,"Winter"
1991-01-28,253,NA,NA,"Winter"
1991-01-29,219,NA,NA,"Winter"
1991-01-30,218,13.817444083,NA,"Winter"
1991-01-31,217,NA,13.817444083,"Winter"
1991-02-01,192,NA,NA,"Winter"
1991-02-02,192,NA,NA,"Winter"
1991-02-03,199,NA,NA,"Winter"
1991-02-04,206,NA,NA,"Winter"
1991-02-05,215,11.493895671,NA,"Winter"
1991-02-06,187,NA,11.493895671,"Winter"
1991-02-07,203,NA,NA,"Winter"
1991-02-08,188,NA,NA,"Winter"
1991-02-09,225,NA,NA,"Winter"
1991-02-10,236,NA,NA,"Winter"
1991-02-11,193,-14.23539188,NA,"Winter"
1991-02-12,164,NA,-14.23539188,"Winter"
1991-02-13,197,NA,NA,"Winter"
1991-02-14,214,NA,NA,"Winter"
1991-02-15,220,NA,NA,"Winter"
1991-02-16,203,NA,NA,"Winter"
1991-02-17,173,-5.195116023,NA,"Winter"
1991-02-18,207,NA,-5.195116023,"Winter"
1991-02-19,224,NA,NA,"Winter"
1991-02-20,221,NA,NA,"Winter"
1991-02-21,200,NA,NA,"Winter"
1991-02-22,212,NA,NA,"Winter"
1991-02-23,191,-15.75605098,NA,"Winter"
1991-02-24,184,NA,-15.75605098,"Winter"
1991-02-25,205,NA,NA,"Winter"
1991-02-26,197,NA,NA,"Winter"
1991-02-27,204,NA,NA,"Winter"
1991-02-28,209,NA,NA,"Winter"
1991-03-01,196,12.440065905,NA,"Winter"
1991-03-02,204,NA,12.440065905,"Winter"
1991-03-03,198,NA,NA,"Winter"
1991-03-04,200,NA,NA,"Winter"
1991-03-05,229,NA,NA,"Winter"
1991-03-06,210,NA,NA,"Winter"
1991-03-07,200,-9.888243872,NA,"Winter"
1991-03-08,200,NA,-9.888243872,"Winter"
1991-03-09,199,NA,NA,"Winter"
1991-03-10,202,NA,NA,"Winter"
1991-03-11,208,NA,NA,"Winter"
1991-03-12,192,NA,NA,"Winter"
1991-03-13,171,-5.928579899,NA,"Winter"
1991-03-14,206,NA,-5.928579899,"Winter"
1991-03-15,193,NA,NA,"Winter"
1991-03-16,172,NA,NA,"Winter"
1991-03-17,191,NA,NA,"Winter"
1991-03-18,207,NA,NA,"Winter"
1991-03-19,195,-11.00470836,NA,"Winter"
1991-03-20,192,NA,-11.00470836,"Winter"
1991-03-21,192,NA,NA,"Winter"
1991-03-22,195,NA,NA,"Winter"
1991-03-23,177,NA,NA,"Winter"
1991-03-24,191,NA,NA,"Winter"
1991-03-25,199,-7.807246731,NA,"Winter"
1991-03-26,198,NA,-7.807246731,"Winter"
1991-03-27,200,NA,NA,"Winter"
1991-03-28,185,NA,NA,"Winter"
1991-03-29,189,NA,NA,"Winter"
1991-03-30,190,NA,NA,"Winter"
1991-03-31,210,-11.86997479,NA,"Winter"
1991-04-01,196,NA,-11.86997479,"Spring"
1991-04-02,200,NA,NA,"Spring"
1991-04-03,165,NA,NA,"Spring"
1991-04-04,187,NA,NA,"Spring"
1991-04-05,183,NA,NA,"Spring"
1991-04-06,193,3.7229166802,NA,"Spring"
1991-04-07,204,NA,3.7229166802,"Spring"
1991-04-08,219,NA,NA,"Spring"
1991-04-09,226,NA,NA,"Spring"
1991-04-10,180,NA,NA,"Spring"
1991-04-11,195,NA,NA,"Spring"
1991-04-12,165,-13.27276465,NA,"Spring"
1991-04-13,204,NA,-13.27276465,"Spring"
1991-04-14,190,NA,NA,"Spring"
1991-04-15,207,NA,NA,"Spring"
1991-04-16,181,NA,NA,"Spring"
1991-04-17,196,NA,NA,"Spring"
1991-04-18,199,-5.097774243,NA,"Spring"
1991-04-19,184,NA,-5.097774243,"Spring"
1991-04-20,188,NA,NA,"Spring"
1991-04-21,186,NA,NA,"Spring"
1991-04-22,175,NA,NA,"Spring"
1991-04-23,193,NA,NA,"Spring"
1991-04-24,187,4.4581222993,NA,"Spring"
1991-04-25,173,NA,4.4581222993,"Spring"
1991-04-26,198,NA,NA,"Spring"
1991-04-27,199,NA,NA,"Spring"
1991-04-28,175,NA,NA,"Spring"
1991-04-29,180,NA,NA,"Spring"
1991-04-30,168,6.7936975969,NA,"Spring"
1991-05-01,199,NA,6.7936975969,"Spring"
1991-05-02,185,NA,NA,"Spring"
1991-05-03,181,NA,NA,"Spring"
1991-05-04,172,NA,NA,"Spring"
1991-05-05,195,NA,NA,"Spring"
1991-05-06,194,-6.451232858,NA,"Spring"
1991-05-07,207,NA,-6.451232858,"Spring"
1991-05-08,185,NA,NA,"Spring"
1991-05-09,159,NA,NA,"Spring"
1991-05-10,164,NA,NA,"Spring"
1991-05-11,208,NA,NA,"Spring"
1991-05-12,178,7.5409034623,NA,"Spring"
1991-05-13,204,NA,7.5409034623,"Spring"
1991-05-14,212,NA,NA,"Spring"
1991-05-15,180,NA,NA,"Spring"
1991-05-16,205,NA,NA,"Spring"
1991-05-17,205,NA,NA,"Spring"
1991-05-18,166,-9.869291737,NA,"Spring"
1991-05-19,174,NA,-9.869291737,"Spring"
1991-05-20,167,NA,NA,"Spring"
1991-05-21,175,NA,NA,"Spring"
1991-05-22,188,NA,NA,"Spring"
1991-05-23,197,NA,NA,"Spring"
1991-05-24,165,15.801800528,NA,"Spring"
1991-05-25,188,NA,15.801800528,"Spring"
1991-05-26,206,NA,NA,"Spring"
1991-05-27,204,NA,NA,"Spring"
1991-05-28,188,NA,NA,"Spring"
1991-05-29,184,NA,NA,"Spring"
1991-05-30,180,22.323276756,NA,"Spring"
1991-05-31,202,NA,22.323276756,"Spring"
1991-06-01,181,NA,NA,"Spring"
1991-06-02,184,NA,NA,"Spring"
1991-06-03,200,NA,NA,"Spring"
1991-06-04,199,NA,NA,"Spring"
1991-06-05,165,-15.00437467,NA,"Spring"
1991-06-06,177,NA,-15.00437467,"Spring"
1991-06-07,179,NA,NA,"Spring"
1991-06-08,205,NA,NA,"Spring"
1991-06-09,185,NA,NA,"Spring"
1991-06-10,187,NA,NA,"Spring"
1991-06-11,201,40.94165856,NA,"Spring"
1991-06-12,189,NA,40.94165856,"Spring"
1991-06-13,190,NA,NA,"Spring"
1991-06-14,181,NA,NA,"Spring"
1991-06-15,185,NA,NA,"Spring"
1991-06-16,222,NA,NA,"Spring"
1991-06-17,187,12.711766286,NA,"Spring"
1991-06-18,186,NA,12.711766286,"Spring"
1991-06-19,162,NA,NA,"Spring"
1991-06-20,192,NA,NA,"Spring"
1991-06-21,194,NA,NA,"Spring"
1991-06-22,200,NA,NA,"Spring"
1991-06-23,172,-11.2892327,NA,"Spring"
1991-06-24,180,NA,-11.2892327,"Spring"
1991-06-25,152,NA,NA,"Spring"
1991-06-26,185,NA,NA,"Spring"
1991-06-27,186,NA,NA,"Spring"
1991-06-28,200,NA,NA,"Spring"
1991-06-29,189,22.668582386,NA,"Spring"
1991-06-30,175,NA,22.668582386,"Spring"
1991-07-01,172,NA,NA,"Summer"
1991-07-02,181,NA,NA,"Summer"
1991-07-03,198,NA,NA,"Summer"
1991-07-04,171,NA,NA,"Summer"
1991-07-05,157,3.2400407691,NA,"Summer"
1991-07-06,201,NA,3.2400407691,"Summer"
1991-07-07,203,NA,NA,"Summer"
1991-07-08,206,NA,NA,"Summer"
1991-07-09,178,NA,NA,"Summer"
1991-07-10,172,NA,NA,"Summer"
1991-07-11,150,-2.787428915,NA,"Summer"
1991-07-12,176,NA,-2.787428915,"Summer"
1991-07-13,197,NA,NA,"Summer"
1991-07-14,204,NA,NA,"Summer"
1991-07-15,176,NA,NA,"Summer"
1991-07-16,201,NA,NA,"Summer"
1991-07-17,199,19.446789488,NA,"Summer"
1991-07-18,199,NA,19.446789488,"Summer"
1991-07-19,194,NA,NA,"Summer"
1991-07-20,207,NA,NA,"Summer"
1991-07-21,229,NA,NA,"Summer"
1991-07-22,256,NA,NA,"Summer"
1991-07-23,230,24.391674871,NA,"Summer"
1991-07-24,199,NA,24.391674871,"Summer"
1991-07-25,174,NA,NA,"Summer"
1991-07-26,215,NA,NA,"Summer"
1991-07-27,168,NA,NA,"Summer"
1991-07-28,174,NA,NA,"Summer"
1991-07-29,202,1.0900686506,NA,"Summer"
1991-07-30,196,NA,1.0900686506,"Summer"
1991-07-31,189,NA,NA,"Summer"
1991-08-01,168,NA,NA,"Summer"
1991-08-02,184,NA,NA,"Summer"
1991-08-03,174,NA,NA,"Summer"
1991-08-04,151,-2.288305567,NA,"Summer"
1991-08-05,186,NA,-2.288305567,"Summer"
1991-08-06,165,NA,NA,"Summer"
1991-08-07,168,NA,NA,"Summer"
1991-08-08,207,NA,NA,"Summer"
1991-08-09,177,NA,NA,"Summer"
1991-08-10,158,-8.013354872,NA,"Summer"
1991-08-11,159,NA,-8.013354872,"Summer"
1991-08-12,174,NA,NA,"Summer"
1991-08-13,196,NA,NA,"Summer"
1991-08-14,192,NA,NA,"Summer"
1991-08-15,159,NA,NA,"Summer"
1991-08-16,185,14.74192708,NA,"Summer"
1991-08-17,173,NA,14.74192708,"Summer"
1991-08-18,178,NA,NA,"Summer"
1991-08-19,175,NA,NA,"Summer"
1991-08-20,203,NA,NA,"Summer"
1991-08-21,169,NA,NA,"Summer"
1991-08-22,161,6.2493909378,NA,"Summer"
1991-08-23,161,NA,6.2493909378,"Summer"
1991-08-24,192,NA,NA,"Summer"
1991-08-25,164,NA,NA,"Summer"
1991-08-26,185,NA,NA,"Summer"
1991-08-27,199,NA,NA,"Summer"
1991-08-28,189,12.68528968,NA,"Summer"
1991-08-29,170,NA,12.68528968,"Summer"
1991-08-30,181,NA,NA,"Summer"
1991-08-31,189,NA,NA,"Summer"
1991-09-01,195,NA,NA,"Summer"
1991-09-02,184,NA,NA,"Summer"
1991-09-03,165,-7.211103868,NA,"Summer"
1991-09-04,192,NA,-7.211103868,"Summer"
1991-09-05,170,NA,NA,"Summer"
1991-09-06,183,NA,NA,"Summer"
1991-09-07,168,NA,NA,"Summer"
1991-09-08,167,NA,NA,"Summer"
1991-09-09,160,13.788229177,NA,"Summer"
1991-09-10,163,NA,13.788229177,"Summer"
1991-09-11,203,NA,NA,"Summer"
1991-09-12,174,NA,NA,"Summer"
1991-09-13,172,NA,NA,"Summer"
1991-09-14,173,NA,NA,"Summer"
1991-09-15,193,-7.238827281,NA,"Summer"
1991-09-16,167,NA,-7.238827281,"Summer"
1991-09-17,194,NA,NA,"Summer"
1991-09-18,161,NA,NA,"Summer"
1991-09-19,176,NA,NA,"Summer"
1991-09-20,182,NA,NA,"Summer"
1991-09-21,166,-16.21306028,NA,"Summer"
1991-09-22,204,NA,-16.21306028,"Summer"
1991-09-23,198,NA,NA,"Summer"
1991-09-24,144,NA,NA,"Summer"
1991-09-25,194,NA,NA,"Summer"
1991-09-26,169,NA,NA,"Summer"
1991-09-27,197,-12.87642438,NA,"Summer"
1991-09-28,174,NA,-12.87642438,"Summer"
1991-09-29,193,NA,NA,"Summer"
1991-09-30,171,NA,NA,"Summer"
1991-10-01,192,NA,NA,"Fall"
1991-10-02,195,NA,NA,"Fall"
1991-10-03,201,1.0840689871,NA,"Fall"
1991-10-04,216,NA,1.0840689871,"Fall"
1991-10-05,195,NA,NA,"Fall"
1991-10-06,182,NA,NA,"Fall"
1991-10-07,205,NA,NA,"Fall"
1991-10-08,177,NA,NA,"Fall"
1991-10-09,215,-1.76488561,NA,"Fall"
1991-10-10,193,NA,-1.76488561,"Fall"
1991-10-11,184,NA,NA,"Fall"
1991-10-12,181,NA,NA,"Fall"
1991-10-13,182,NA,NA,"Fall"
1991-10-14,191,NA,NA,"Fall"
1991-10-15,184,-7.441954819,NA,"Fall"
1991-10-16,184,NA,-7.441954819,"Fall"
1991-10-17,190,NA,NA,"Fall"
1991-10-18,190,NA,NA,"Fall"
1991-10-19,181,NA,NA,"Fall"
1991-10-20,198,NA,NA,"Fall"
1991-10-21,197,-8.99474441,NA,"Fall"
1991-10-22,216,NA,-8.99474441,"Fall"
1991-10-23,194,NA,NA,"Fall"
1991-10-24,184,NA,NA,"Fall"
1991-10-25,189,NA,NA,"Fall"
1991-10-26,188,NA,NA,"Fall"
1991-10-27,181,-1.931233181,NA,"Fall"
1991-10-28,186,NA,-1.931233181,"Fall"
1991-10-29,191,NA,NA,"Fall"
1991-10-30,224,NA,NA,"Fall"
1991-10-31,175,NA,NA,"Fall"
1991-11-01,203,NA,NA,"Fall"
1991-11-02,177,-1.319277089,NA,"Fall"
1991-11-03,198,NA,-1.319277089,"Fall"
1991-11-04,170,NA,NA,"Fall"
1991-11-05,182,NA,NA,"Fall"
1991-11-06,213,NA,NA,"Fall"
1991-11-07,214,NA,NA,"Fall"
1991-11-08,182,-3.569009926,NA,"Fall"
1991-11-09,219,NA,-3.569009926,"Fall"
1991-11-10,186,NA,NA,"Fall"
1991-11-11,200,NA,NA,"Fall"
1991-11-12,219,NA,NA,"Fall"
1991-11-13,221,NA,NA,"Fall"
1991-11-14,196,5.5078266023,NA,"Fall"
1991-11-15,219,NA,5.5078266023,"Fall"
1991-11-16,208,NA,NA,"Fall"
1991-11-17,198,NA,NA,"Fall"
1991-11-18,196,NA,NA,"Fall"
1991-11-19,182,NA,NA,"Fall"
1991-11-20,189,6.0744919916,NA,"Fall"
1991-11-21,199,NA,6.0744919916,"Fall"
1991-11-22,187,NA,NA,"Fall"
1991-11-23,185,NA,NA,"Fall"
1991-11-24,174,NA,NA,"Fall"
1991-11-25,181,NA,NA,"Fall"
1991-11-26,174,-10.14567864,NA,"Fall"
1991-11-27,192,NA,-10.14567864,"Fall"
1991-11-28,183,NA,NA,"Fall"
1991-11-29,204,NA,NA,"Fall"
1991-11-30,235,NA,NA,"Fall"
1991-12-01,202,NA,NA,"Fall"
1991-12-02,197,-8.483997641,NA,"Fall"
1991-12-03,193,NA,-8.483997641,"Fall"
1991-12-04,192,NA,NA,"Fall"
1991-12-05,182,NA,NA,"Fall"
1991-12-06,192,NA,NA,"Fall"
1991-12-07,204,NA,NA,"Fall"
1991-12-08,205,3.3963185223,NA,"Fall"
1991-12-09,189,NA,3.3963185223,"Fall"
1991-12-10,203,NA,NA,"Fall"
1991-12-11,176,NA,NA,"Fall"
1991-12-12,225,NA,NA,"Fall"
1991-12-13,209,NA,NA,"Fall"
1991-12-14,192,-4.079393454,NA,"Fall"
1991-12-15,223,NA,-4.079393454,"Fall"
1991-12-16,178,NA,NA,"Fall"
1991-12-17,195,NA,NA,"Fall"
1991-12-18,228,NA,NA,"Fall"
1991-12-19,215,NA,NA,"Fall"
1991-12-20,213,-1.094189338,NA,"Fall"
1991-12-21,228,NA,-1.094189338,"Fall"
1991-12-22,214,NA,NA,"Fall"
1991-12-23,235,NA,NA,"Fall"
1991-12-24,230,NA,NA,"Fall"
1991-12-25,238,NA,NA,"Fall"
1991-12-26,214,-3.993250074,NA,"Fall"
1991-12-27,234,NA,-3.993250074,"Fall"
1991-12-28,231,NA,NA,"Fall"
1991-12-29,219,NA,NA,"Fall"
1991-12-30,258,NA,NA,"Fall"
1991-12-31,223,NA,NA,"Fall"
1992-01-01,229,3.9098501019,NA,"Winter"
1992-01-02,263,NA,3.9098501019,"Winter"
1992-01-03,253,NA,NA,"Winter"
1992-01-04,232,NA,NA,"Winter"
1992-01-05,238,NA,NA,"Winter"
1992-01-06,182,NA,NA,"Winter"
1992-01-07,241,-12.19368118,NA,"Winter"
1992-01-08,208,NA,-12.19368118,"Winter"
1992-01-09,234,NA,NA,"Winter"
1992-01-10,257,NA,NA,"Winter"
1992-01-11,205,NA,NA,"Winter"
1992-01-12,220,NA,NA,"Winter"
1992-01-13,233,5.704576814,NA,"Winter"
1992-01-14,239,NA,5.704576814,"Winter"
1992-01-15,208,NA,NA,"Winter"
1992-01-16,222,NA,NA,"Winter"
1992-01-17,233,NA,NA,"Winter"
1992-01-18,227,NA,NA,"Winter"
1992-01-19,218,-12.2776272,NA,"Winter"
1992-01-20,231,NA,-12.2776272,"Winter"
1992-01-21,220,NA,NA,"Winter"
1992-01-22,219,NA,NA,"Winter"
1992-01-23,255,NA,NA,"Winter"
1992-01-24,236,NA,NA,"Winter"
1992-01-25,203,-10.13898257,NA,"Winter"
1992-01-26,202,NA,-10.13898257,"Winter"
1992-01-27,230,NA,NA,"Winter"
1992-01-28,208,NA,NA,"Winter"
1992-01-29,191,NA,NA,"Winter"
1992-01-30,193,NA,NA,"Winter"
1992-01-31,214,9.0094118693,NA,"Winter"
1992-02-01,207,NA,9.0094118693,"Winter"
1992-02-02,190,NA,NA,"Winter"
1992-02-03,210,NA,NA,"Winter"
1992-02-04,204,NA,NA,"Winter"
1992-02-05,223,NA,NA,"Winter"
1992-02-06,197,-3.581041063,NA,"Winter"
1992-02-07,209,NA,-3.581041063,"Winter"
1992-02-08,197,NA,NA,"Winter"
1992-02-09,187,NA,NA,"Winter"
1992-02-10,211,NA,NA,"Winter"
1992-02-11,208,NA,NA,"Winter"
1992-02-12,184,-9.928707943,NA,"Winter"
1992-02-13,212,NA,-9.928707943,"Winter"
1992-02-14,198,NA,NA,"Winter"
1992-02-15,210,NA,NA,"Winter"
1992-02-16,205,NA,NA,"Winter"
1992-02-17,193,NA,NA,"Winter"
1992-02-18,185,2.1657351052,NA,"Winter"
1992-02-19,204,NA,2.1657351052,"Winter"
1992-02-20,193,NA,NA,"Winter"
1992-02-21,178,NA,NA,"Winter"
1992-02-22,208,NA,NA,"Winter"
1992-02-23,181,NA,NA,"Winter"
1992-02-24,184,-0.654002329,NA,"Winter"
